user,from wS/stS (S),from wOS/stS (S),Total (S),Distribution %,Compensation (S),,,
0x25a6f309903cadce09227e1dc029979c96d03eba,102,0,102,0.00%,21.95,,,
0x532ab7211b4959478491d1f46519e160282bee84,102,0,102,0.00%,21.94,,,
0x7b93f60a6bd5a96b6e42169e2de81de6dffd5a48,102,0,102,0.00%,21.89,,,
0x289cd2e7befab996acf53c1953866907f9141147,102,0,102,0.00%,21.85,,,
0xb8cbafb548eda8d24974c9e05af0ff43a87a208c,101,0,101,0.00%,21.79,,,
0x8a1c05b50e354364b2f40bcc979ed5507df8b2c0,101,0,101,0.00%,21.71,,,
0x4de789f7689906eb840f5f8ac1f1f2a1fc960879,101,0,101,0.00%,21.69,,,
0xf1865ff4c0a936022afcc71e4a5c3f47ee1dd3da,101,0,101,0.00%,21.63,,,
0x43c0efa36f5c9353de119683c40f04c41fa4253a,100,0,100,0.00%,21.52,,,
0x1a72c51d59ef36eadaf2f03636bc3f0d2af2bb5a,100,0,100,0.00%,21.50,,,
0xd4eb62886714d375cdda26661918950ed8e533e0,99,0,99,0.00%,21.35,,,
0x0dc892d5b64ed410ba7b705088cf62865b94e99d,97,0,97,0.00%,20.89,,,
0xc2573af84ad54d99ef4aebfa091a157006947259,97,0,97,0.00%,20.86,,,
0x64931189b070fc7c8c80839c8a2d9a10b83082ab,97,0,97,0.00%,20.84,,,
0xa13c2def62c36697407fbe7d574e946bf60d7350,97,0,97,0.00%,20.78,,,
0x8e894264eee454fd5a56c18a0795e3715c2e4ee7,97,0,97,0.00%,20.78,,,
0xc2d9ab8a532bd5befbd3451486de1879e28d994b,96,0,96,0.00%,20.66,,,
0xbb4feed55d7048cbb59116c9f6d50b1ecd2f8a45,96,0,96,0.00%,20.66,,,
0xa68cc84a4dec6884927a4261234f9798a691e5b1,96,0,96,0.00%,20.66,,,
0x2802ea1180b63a037136fbd367af408a3f69bfeb,96,0,96,0.00%,20.66,,,
0x0880c60b5e9d6d56641e35d72a23f74ad30b2b2f,96,0,96,0.00%,20.66,,,
0xfdd7775dd53ab51684c18a47c1bdcd1dc2ced0fa,96,0,96,0.00%,20.65,,,
0x73069d556629d47410ea0f8fea5736764094ed27,96,0,96,0.00%,20.57,,,
0x14e2c0c0ff9577a6b72a9eee59777c0a4cdce135,96,0,96,0.00%,20.55,,,
0x99fec925f68d9a9148fad71aa7befc1aedd3ca89,96,0,96,0.00%,20.55,,,
0x7406499d5d67e5343cf34b7eabeb174e074cafb4,95,0,95,0.00%,20.44,,,
0x845d02a5fd9496defb079e25c433f1c77efdd741,95,0,95,0.00%,20.44,,,
0xada2f9d2fcb00162f85a4105d64078bfcba654a4,95,0,95,0.00%,20.44,,,
0xf96ed7626ae324d48806bbea32d18a5c1f126522,95,0,95,0.00%,20.42,,,
0x4c64f45c48241a2c58d6fd8a1393f1f9a9f6f943,94,0,94,0.00%,20.27,,,
0x8381585e3f6fb581e89e637725608ae20d24e881,93,0,93,0.00%,20.08,,,
0x6ea8d23189ae68f1423c6fc8f93b602b5c0524a7,93,0,93,0.00%,19.96,,,
0xd7cab7264e1008e5be0270d327ab19c394559531,93,0,93,0.00%,19.93,,,
0xcd6ec647e796b7eddf95f291909b3200b5d2fdf4,93,0,93,0.00%,19.90,,,
0x65859d1d0ed395da280a5a50e9fae37a54461f3d,92,0,92,0.00%,19.82,,,
0x98cd924d978f0ea4d87d07d58cf1c72b07a6d697,92,0,92,0.00%,19.79,,,
0x65503e2193751fba5b399b4eb311113c6f60deae,92,0,92,0.00%,19.72,,,
0x139219107c1ebe569f543c581b3b807cf6740006,92,0,92,0.00%,19.71,,,
0x97f4e9b5dfb87ae6a983dfb64f5bdc60b6c6e879,92,0,92,0.00%,19.68,,,
0x8b15cf936672e0aaefe7e950360dadad0d3a516e,91,0,91,0.00%,19.56,,,
0x05f04dd3f4bc2b8d859d00c7d4c33f98de3be619,90,0,90,0.00%,19.34,,,
0x339d1965a49eb68e873ed90d2319e347c77fff1f,89,0,89,0.00%,19.02,,,
0x57849f17b815244881c5bb9a5e7a06b1f4327100,88,0,88,0.00%,19.00,,,
0x1f0bf141fd80e5685016832eac5920f50aaa29fe,88,0,88,0.00%,18.84,,,
0x28587bfd72ec8b746d42571506fd62743e081eef,87,0,87,0.00%,18.77,,,
0x206c7b407dbd1b0fb3c7fceff8dcd07515f53787,87,0,87,0.00%,18.75,,,
0x4a6952ebfc741870ab79f5f0a3f0795788f826fd,87,0,87,0.00%,18.74,,,
0x7071849b54b46abd70c97db7d1767d380fb2c9ac,87,0,87,0.00%,18.63,,,
0xd0e0c4643d48ed326583139cdb750eeb741bb60d,86,0,86,0.00%,18.47,,,
0x9b19b9bb87dbe0ec8f1b4c96cdb1326a630108da,85,0,85,0.00%,18.35,,,
0xac0bc1e97a713f033c407c59337bed599533c06b,85,0,85,0.00%,18.22,,,
0x311ebc12341048c094428142b1bf820d5dc1ab36,85,0,85,0.00%,18.20,,,
0x5ebcb2c438b3a7799c0ca732037e53870a948980,84,0,84,0.00%,18.14,,,
0xd210540c9771c371e53cddc59c6bf03638a4e2f7,84,0,84,0.00%,18.12,,,
0x104c46b4a7fa9cd051f32bdee96665f3b0f09e87,84,0,84,0.00%,17.95,,,
0x726fc4b3e95ad85d41712a7653c298901891e715,82,0,82,0.00%,17.69,,,
0xc68fbd401b47122a23e868fa191195db7a67ccee,82,0,82,0.00%,17.68,,,
0x6c7e50aff6aee6571fc1fe51788f0c24ae54ad99,82,0,82,0.00%,17.68,,,
0x8538c81163b0e13701700f2ac4fe7f3441e1c8dd,82,0,82,0.00%,17.68,,,
0xa1350f74ca3d48f7ce48c8831b0a78118d182c79,82,0,82,0.00%,17.66,,,
0xafccdc2f3cda6b5488a41a037614899793a468a4,81,0,81,0.00%,17.40,,,
0x035688d24b039b86603dc12aa4342281a8940dc9,80,0,80,0.00%,17.26,,,
0x29217632b0d8582c2aa3e960a061c59b325cead5,80,0,80,0.00%,17.21,,,
0xe2ffd4c8b81d4548cc5ad2b3734a80d9582c72c4,79,0,79,0.00%,16.97,,,
0xb98e90697e5f6ab0d089dacc17e3f534492a528a,77,0,77,0.00%,16.65,,,
0x2e9e6c146f2842f5615dd110f07243fcadb3107a,77,0,77,0.00%,16.52,,,
0xe921584af964701a120f40c4810c69f0d229db67,76,0,76,0.00%,16.35,,,
0xe1d0654a8325eef903e43bd27d04a43a51ed8863,76,0,76,0.00%,16.30,,,
0xe150bd12c77104a0f34911a5185ab1325d242e44,75,0,75,0.00%,16.14,,,
0x6ae1bd2183112e1de4d3ec97757e66956d67c1e9,75,0,75,0.00%,16.11,,,
0x4ddcf98fd8820bf72cc71a6d46c014479bfec508,75,0,75,0.00%,16.02,,,
0xf87032685a2f056bc7d89ab2dad4a0e05382360a,74,0,74,0.00%,16.00,,,
0xbac80d8e59a959428cf82d6899c111a140cb6a5b,74,0,74,0.00%,15.96,,,
0x7233f19286afca79c2611960850ed40029c06b87,74,0,74,0.00%,15.82,,,
0x258302d09995a71b185097738a46ec2095b9197f,73,0,73,0.00%,15.72,,,
0x3faabd081bbd299067c79a5b8458f5a448193a27,72,0,72,0.00%,15.52,,,
0x637263788661af6cfe02e344819e5004afef1d71,72,0,72,0.00%,15.44,,,
0xbf2a33e917ecd64c4141a852f89288161bfe4642,72,0,72,0.00%,15.43,,,
0x00a135cd2a91ee08dc6dfc314802b553ee6b1b6e,72,0,72,0.00%,15.38,,,
0x8c0f33dacfa40e225c7ada0de2e3ee4d07d0751d,71,0,71,0.00%,15.36,,,
0xc5408117262194bada6f133f2f9eec822fab0f3c,71,0,71,0.00%,15.33,,,
0xbc915e847b17cb04fce4207d5ba5588f1c39627e,71,0,71,0.00%,15.27,,,
0x596a68875ade23d4879ae21218889b06e7242956,71,0,71,0.00%,15.25,,,
0x554faf0635c3fc95bdeceb02777dbd2532212bce,71,0,71,0.00%,15.21,,,
0xf99d1ca38898945b49f2d4b706d4be98b07a4e02,70,0,70,0.00%,15.05,,,
0x84097df6bb004f60de2d9fa7600bd5791edac357,69,0,69,0.00%,14.87,,,
0x8a9e29773b93d64ee6a3d7b72e2d42661972816b,69,0,69,0.00%,14.86,,,
0x2facb2eea965c8c7dd7fb8e07a5508ece16e2cf5,68,0,68,0.00%,14.70,,,
0x79d146f8e167861385e8f4a45678013492ec9a78,68,0,68,0.00%,14.70,,,
0x2044cf5f5047465ad0702ccaebb8728649db6f13,68,0,68,0.00%,14.61,,,
0x81f957a86bf5e592f3fdcd79157d54254c8e92bd,68,0,68,0.00%,14.55,,,
0x9d890672b5d2431ab23aa0a024cb8c37e5dc1012,68,0,68,0.00%,14.54,,,
0x4a37336edfd54666e981d5401d29125339ef0e91,68,0,68,0.00%,14.52,,,
0xa02d5126317c5ce85acd8b0ad1d35f944beb441a,67,0,67,0.00%,14.46,,,
0xb19657e7d853e21a61ac9d790487ba48b412a4b1,66,0,66,0.00%,14.25,,,
0x517e74f975f956f36c4fe8bf908525ebeba96f5c,66,0,66,0.00%,14.17,,,
0xbe9e8ec25866b21ba34e97b9393bcabbcb4a5c86,66,0,66,0.00%,14.08,,,
0x3749b163d9cf9021595034cc39ea1b78df77ced2,64,0,64,0.00%,13.80,,,
0x881ffe31cb751b80180bec6511736d5554370a2d,64,0,64,0.00%,13.79,,,
0x06cea2680bbd3bea2094c1b6e8f54211785ca8cc,64,0,64,0.00%,13.78,,,
0x09a62602f6e29356ba0eca11fea584d2deb5ceaf,64,0,64,0.00%,13.78,,,
0x571ed64c898fb5aec65011f59854ff915b271c1e,64,0,64,0.00%,13.75,,,
0xc4f694f8da796b7b36d9f5ceeacae5722c2d1d6e,63,0,63,0.00%,13.63,,,
0x5be0883e3a609dcef046f0efd7d0f174a638c58e,63,0,63,0.00%,13.60,,,
0x4aa03fca839370de053078caee2881f4b4d72f17,63,0,63,0.00%,13.56,,,
0x4bc2ab01d4756ae7a0d59df0109ee7656990a5c0,63,0,63,0.00%,13.48,,,
0x7659c65ed9449c98d3e91a157d1bd695406cb4dc,63,0,63,0.00%,13.48,,,
0x2e563c57bef57418387853ef9facf8a8e4979c98,62,0,62,0.00%,13.42,,,
0x11f296bc20d4d074287587248cce90e27d775444,62,0,62,0.00%,13.39,,,
0x1371066296ad2f17346d4edaec39d689474641d7,62,0,62,0.00%,13.27,,,
0x737190d9a838acdcbed85d885a97e2777c317350,62,0,62,0.00%,13.27,,,
0x357b5893ff7d9ad6a0b31ef674675ceb824e487b,62,0,62,0.00%,13.23,,,
0x1a5cc7afefdbbebca2aeb11347afcad92e1820bb,61,0,61,0.00%,13.07,,,
0xfad278d133d6e341d6abcc16b7827964a4eabea7,61,0,61,0.00%,13.05,,,
0x8dca88a1f2323327c822035b62a6a14aede36ed2,60,0,60,0.00%,12.87,,,
0x5830b0c8dbea11325ccf41096c1d2fe7815afd72,60,0,60,0.00%,12.81,,,
0x7f1f4a618b1d92f8b2261e2d6c8433f5f2d9bb29,59,0,59,0.00%,12.76,,,
0x22216c68b75038ef88d18a979dfc881b5121acde,58,0,58,0.00%,12.46,,,
0x2cb84580f0efea27ebd322b10216cfce7bc173db,57,0,57,0.00%,12.19,,,
0x2d19624dd8bc9bdb4ae1460cf0f9d6d3a2b04199,57,0,57,0.00%,12.18,,,
0x5d6c7a5122b1f2cad76e81ac9fac5ca340705c91,57,0,57,0.00%,12.18,,,
0x2d4b56eae356449d9e5d266e4d45f60f745ca9a6,56,0,56,0.00%,12.11,,,
0x0955f78fd89c0f910aba2d0341a7cc5d8b751c5e,56,0,56,0.00%,12.10,,,
0x53143d37caa2cf41177b8d66e0125731a1247af7,56,0,56,0.00%,12.03,,,
0x1ab36570eadb29c237136b224f87ad4d8723f701,56,0,56,0.00%,12.00,,,
0x4fdc9007a292e6354c437e5a301dc986a4ec2a43,56,0,56,0.00%,11.95,,,
0x32d6f01360c81fa635abd2df0539db662cf6fcab,55,0,55,0.00%,11.77,,,
0x1c67a79b35c7b3f609a27a8dd65aac26e9e8824f,53,0,53,0.00%,11.48,,,
0xd97eca0566381b62c3d1d7e42a49633d2bb38ad7,53,0,53,0.00%,11.33,,,
0x8a859b66b71777c14597dca96eb3c4f0c30dbc1e,53,0,53,0.00%,11.32,,,
0x55e7ac91ead8681a6e10761f66962795252df4d5,53,0,53,0.00%,11.28,,,
0x82495afea7a975f637e68eb5f9aff15071d35bb0,52,0,52,0.00%,11.28,,,
0x9882d27c52663548dea8b8357c198646136509ee,52,0,52,0.00%,11.28,,,
0x60c6cbbbdc9fd3aa2453b19b35ac3bb4d51a7328,52,0,52,0.00%,11.26,,,
0x542ce61afc760cd6994d5688142e72e021cfea69,52,0,52,0.00%,11.15,,,
0x2decc637f1914d7511dc7b7a71fb2b77e1e26a5a,52,0,52,0.00%,11.15,,,
0x72aacec7514f19a4482ec6e5a89443807bd461ca,52,0,52,0.00%,11.08,,,
0xb6ff37c58ec60f786336d8e6344048de82d639ef,52,0,52,0.00%,11.08,,,
0xf2b23ba6c2c4825943203e98edd0dca4feb25755,52,0,52,0.00%,11.07,,,
0x57b45f7056f586b9a1d4e0169ff8f6929cb3c303,51,0,51,0.00%,11.07,,,
0x8871f020c44532b8807f15895389eace4a760056,51,0,51,0.00%,11.06,,,
0x01c0bb6f2c555c9f8ab09125d73af9150d5c5203,51,0,51,0.00%,11.06,,,
0xa45ccf06c10f4bcf78b527da25d8f326645b024f,51,0,51,0.00%,11.06,,,
0x0721a251dead6635f92f2941b4d46ade595ddaaa,51,0,51,0.00%,11.06,,,
0x0207f0ad2f1a30af272f2f42eef30c4f23e1bd71,51,0,51,0.00%,11.06,,,
0xc081c89ded453778c4322668096339cae6aaef47,51,0,51,0.00%,11.06,,,
0x9d6b816460a5733346712dadac252dbeec455bb8,51,0,51,0.00%,11.06,,,
0xe0da2d79a102256df6b7d9c1bf6d9e99ae6443d0,51,0,51,0.00%,11.06,,,
0x3466454bbf7800e022886327422cc2e119923f4f,51,0,51,0.00%,11.05,,,
0x399b8fde7ef3f8aed046825961e9f7305e14732a,51,0,51,0.00%,11.03,,,
0xa912db6163f9a03fb61ec184b5ab4d295e8c413e,51,0,51,0.00%,11.03,,,
0x6c1cef86689a743fba626fb7e1b8e5e5621058f1,51,0,51,0.00%,10.99,,,
0x870bdab79826bed9cf6a97035c39619c6f9e1f2e,51,0,51,0.00%,10.92,,,
0x09fa38eba245bb68354b8950fa2fe71f02863393,51,0,51,0.00%,10.89,,,
0xfdc426e2945d10d5031513502a25df800671bae1,51,0,51,0.00%,10.87,,,
0x5c913b5f0977f79a8cc43d6511de5062fc8713b0,50,0,50,0.00%,10.84,,,
0x7061afcfeb4a36333087fd4cf28b08ff3303a3c4,50,0,50,0.00%,10.83,,,
0xbca75fbf9d2694cd6b1b4ab9faf34dbe78398b39,50,0,50,0.00%,10.83,,,
0xa51917e897f3f1fde06b47c89bce3b1f210bc582,50,0,50,0.00%,10.83,,,
0x3649c6d0696a7c1e7622c64bbb76cc9771fa48f9,50,0,50,0.00%,10.81,,,
0x877d76d500aa3401c636b47eefa65b69fea9f60a,50,0,50,0.00%,10.81,,,
0x30da35c71aa2cab551df4dec0272ae96bb1ab7ca,50,0,50,0.00%,10.81,,,
0x2c8969cdcc478d821d37feed4acec40bc420a6e8,50,0,50,0.00%,10.81,,,
0xd2b6e4b057e5009d4b7c7017a8ae7a5f218a060c,50,0,50,0.00%,10.81,,,
0xf6b01b23f1f485cbdbaa34c660bb2fb30266a782,50,0,50,0.00%,10.81,,,
0x28dd4dbff1ce6718c86ee29d90b7b2413f874a5b,50,0,50,0.00%,10.78,,,
0xb2f4e0e8c1f9352466b65f780891220cb754d983,50,0,50,0.00%,10.71,,,
0x8121444e88b5fff8aa276c433029a0955ac08803,50,0,50,0.00%,10.65,,,
0x93df59741ee1cde79fa0373ccbe009f26db79053,49,0,49,0.00%,10.63,,,
0x78f3bee023333e8a56b65dffd6177b454901482e,49,0,49,0.00%,10.62,,,
0x91423dc4b7e8f7af992f9b038713396136c78c39,49,0,49,0.00%,10.61,,,
0x2cf24683dc5b34e67078961f44eb2fba6ec76827,49,0,49,0.00%,10.61,,,
0x5936e2b96ad55f475608f361f820d5c211e9fb73,49,0,49,0.00%,10.61,,,
0x5c46c076bef8a6def0cb1b71da73508d6664a43f,49,0,49,0.00%,10.61,,,
0x149fe5da1acbe133eaaedfc0cb3ca5989c54d690,49,0,49,0.00%,10.61,,,
0x7b230f8235f3e3b14aefd3ed657479e8ffd931a7,49,0,49,0.00%,10.60,,,
0x3236d8db3360960e75ae020d58f4c91261af7447,49,0,49,0.00%,10.60,,,
0x5b6816a423d49a82e750b9e36f2cbb57e5dafd58,49,0,49,0.00%,10.60,,,
0x455dedbf4e8eafa8ee1bf3a967a62afdc2eaa17d,49,0,49,0.00%,10.60,,,
0xea47a39aae618fe9397926e569b7617755293a34,49,0,49,0.00%,10.60,,,
0x55b053fd268179fd2317c0fe53a4cfc0695e826a,49,0,49,0.00%,10.60,,,
0xf71e9934b4c806dc5b48ddf73557d9461a3fe325,49,0,49,0.00%,10.59,,,
0xab7587d1fd2f22563450878674ef42b236a10670,49,0,49,0.00%,10.58,,,
0xf11b9fb826db6e11e5fb7193ee7dd58cfdc5c1ac,49,0,49,0.00%,10.49,,,
0x45bad4591e8e8ecd00feb66958c5fa7297c1a056,49,0,49,0.00%,10.46,,,
0x46ef4640272f91a8adc765725409df50cef2afab,48,0,48,0.00%,10.40,,,
0xbc13906aea65f08f5a00fb7c5575fde9cffeee79,48,0,48,0.00%,10.40,,,
0x9d4057e3027e0cfdda106817f1120ed3af449dca,48,0,48,0.00%,10.40,,,
0xc6521157f1c31a28b2f2f30eccdcaa6954f3f0a6,48,0,48,0.00%,10.40,,,
0xade3f9824c5102e8617d2cd5452ad03fc1e34f2f,48,0,48,0.00%,10.39,,,
0xca9fbe6568de2d244f9fcd340df70409264ee0a6,48,0,48,0.00%,10.38,,,
0x83c429bf96347ad613cf2b463fe7e62370d69bf7,48,0,48,0.00%,10.38,,,
0x10d41738ded46edbd1a1587bf739a5f48343d2dd,48,0,48,0.00%,10.38,,,
0x24b3b711604dbb89d611b9d55e354dc15fd221a1,48,0,48,0.00%,10.38,,,
0xaa93cb6cd114a94a687f27f4ce150d3d88bd0832,48,0,48,0.00%,10.38,,,
0xea5dc4894f0a67853f52a79f079d06b81ae7daa4,48,0,48,0.00%,10.37,,,
0xe6f74f43ef85b0f7369c7c11f31fb3acf929129c,47,0,47,0.00%,10.18,,,
0xe5375074bcc0b47832eb9dde7b47de08a578573a,47,0,47,0.00%,10.18,,,
0xd4f20bf06bbc370249fa4b0a23219cf3c34f7f7b,47,0,47,0.00%,10.17,,,
0x4af2694156a317de5c9295bbe97763b782ce8f65,47,0,47,0.00%,10.17,,,
0xca5aadda6c634bd23dbbb330158b672d719c53a8,46,0,46,0.00%,9.96,,,
0xf09fc2da12754c33cb3ab51e8c4f3f01f7de7a74,46,0,46,0.00%,9.90,,,
0x9d3cbcef3d9393089e9df7d82f3487914dc8de0f,46,0,46,0.00%,9.88,,,
0x1d4ace810471ad783061acf933caecea72483bdd,45,0,45,0.00%,9.73,,,
0xffcdad68a5ebdadb724f63dba6b368ddebbe99d5,45,0,45,0.00%,9.73,,,
0xdb9df571a80a4e21248d5a928dff44dd17984a73,45,0,45,0.00%,9.73,,,
0x579b7e00d630af04257c63b4b131ec0c4cbf7760,45,0,45,0.00%,9.63,,,
0xc825d970e4a0ae7f9ce0bcb7cc98227267ca1acf,45,0,45,0.00%,9.61,,,
0x53a2ba634af930275889802ba3ff1120aa55033d,44,0,44,0.00%,9.49,,,
0xf4f24c683af3884068a296ddb573f9a50321eae5,44,0,44,0.00%,9.47,,,
0x1e42c9667ba9aa0c1f0b2dfaf42d4fe9c438ae34,42,0,42,0.00%,9.12,,,
0x0dac87f0c417b645ccbca0dbceb3ab861c619d5e,42,0,42,0.00%,9.11,,,
0xb27c97ff379cf77f1d190e67dfc62eb2f9ed8556,42,0,42,0.00%,9.10,,,
0xecc1e231b80918b3be67fff5fb9af7384cb9fa7d,42,0,42,0.00%,9.07,,,
0x4ffd0a59a26cb2aa76d403215e4cc2845c053994,41,0,41,0.00%,8.87,,,
0xf26d92b592a72f48e2ee13ae07117c07ca900593,41,0,41,0.00%,8.86,,,
0xe7b1029e5417ef31cd9cd3aeb5d1f1f3e7638601,41,0,41,0.00%,8.86,,,
0x046fa495597d1d912303bc7b97cf3f7b47c22438,41,0,41,0.00%,8.85,,,
0xe3d42fe7af112ddd9090db6e95a7183fc61de1c9,41,0,41,0.00%,8.85,,,
0x01cd42d8fbbec2db5a5793c8cccf5d49e79be15d,41,0,41,0.00%,8.83,,,
0x174d3a7415d6d78410970da6652b9e438be2820c,41,0,41,0.00%,8.83,,,
0x5d7203c2f8efacc2871af9b5216a44a0c530ad1f,41,0,41,0.00%,8.83,,,
0x64393f214c4c582c07347ddb6e3a64a1f39cda6f,41,0,41,0.00%,8.78,,,
0x6ed2856d8cfeec5d343f0c31a4c4c8a36040ea45,41,0,41,0.00%,8.77,,,
0x0de94476ad62d75507c14a2350e4cd47ce44af8e,40,0,40,0.00%,8.70,,,
0x1df1f3850fe69833d92a515ec3697fdce5082641,40,0,40,0.00%,8.68,,,
0xf96466578f78874279764d2bd4d2f95c7b3ede4b,40,0,40,0.00%,8.65,,,
0xca99330589daa7912d9f058259fc7057b866ddd2,40,0,40,0.00%,8.63,,,
0x9ea83481ce7bba8467e0d6b1bce620e1af4c2892,40,0,40,0.00%,8.55,,,
0x6fe2367912ef46303143061b251548aa17f9077e,39,0,39,0.00%,8.49,,,
0x1993d3900ffdba309cec72a5188c7f165ec263e8,39,0,39,0.00%,8.48,,,
0x564bffa144b9dcc2158b528dc36f349ad4bac545,39,0,39,0.00%,8.45,,,
0xf7585083d5f43742aef6979bde45677e307a16eb,39,0,39,0.00%,8.39,,,
0xffec90fad1f7fbca154a5248d329dd9764e03fd4,39,0,39,0.00%,8.35,,,
0xcd55dcad6fef1eb42efe7d2b76807f8bca3bc13d,39,0,39,0.00%,8.31,,,
0xd23e0324624d246da4f09a33909c35efcef5944c,38,0,38,0.00%,8.20,,,
0x77636d041c220cbee940b3073aecd693558befa3,38,0,38,0.00%,8.12,,,
0xa09bc385421f18d5d5072924f9d3709bb2b76281,0,37,37,0.00%,8.05,,,
0x85341f005fc2f18f161410dcb55628a2f3199b0c,37,0,37,0.00%,7.97,,,
0xc9da7c1db43e49a229da27a880e7ef850c61ef69,37,0,37,0.00%,7.95,,,
0x1711b96c5077f9fcd27012fa8626f4216cbe5c5f,37,0,37,0.00%,7.87,,,
0xb552979b26ba52bcd2d0f2eb81a5d3b381d4dc7e,36,0,36,0.00%,7.77,,,
0xbb2412c4af7e9f931bace78ff7957a640916acb4,36,0,36,0.00%,7.75,,,
0xfce58b8b4b60754bc95f3145da45b5bf858565ab,36,0,36,0.00%,7.75,,,
0xdc043a75b0ce0b73e5eb3a45be4662ca929f471a,36,0,36,0.00%,7.75,,,
0xf2f8b0a4348a1aa045886dfe84cbb01e7e3286b4,35,0,35,0.00%,7.54,,,
0xc58bbe62d429bbbbaa0f8d2e7fde6ffdcab2d54c,35,0,35,0.00%,7.53,,,
0xabac2b5e858bb2fa694e763fb7bc61938c21cbb9,35,0,35,0.00%,7.52,,,
0x045c678dbb1135d731b9000b908ed14e9f272dbd,35,0,35,0.00%,7.51,,,
0xa8c27b8a3f1f5c1214ef2eed47b047857e950f79,34,0,34,0.00%,7.41,,,
0x5a0aba7a50fef012720b242589ec8e6412f7e83a,34,0,34,0.00%,7.25,,,
0x60351ca257fe8de326cac344d0c9e03387374ea3,33,0,33,0.00%,7.11,,,
0xcbc08d52d74a1db2b1364d15f83fb19274c156cf,33,0,33,0.00%,7.08,,,
0xcc8238a7046916e3c7493bece2dc7f19a2a3a61f,33,0,33,0.00%,7.04,,,
0x02afe5211cd9731b2e65bfc7857e73bda234f6d3,33,0,33,0.00%,7.02,,,
0x61f21678e40d6a7ae45ae0fd6bc30c634bf10507,33,0,33,0.00%,7.01,,,
0x8bd7d176de5da6e16264ba787cb1a2082399e350,32,0,32,0.00%,6.93,,,
0x95b184e4645485c86c76756f0592b61a1fdc921c,32,0,32,0.00%,6.93,,,
0x98423ab28a1b739f7b39ce83d91ff2b469b61d8d,32,0,32,0.00%,6.83,,,
0x13479c1ce34c78528298d17041622d1712368c26,32,0,32,0.00%,6.77,,,
0x8e5474a56d486570cad01232910abe6e2ae7ff68,31,0,31,0.00%,6.67,,,
0xdc1c5a3d2173d6bcc0d6a62b7e94c00f88ddbae8,31,0,31,0.00%,6.65,,,
0x9bec8704197a4bbadc43ea62edd60fb71fcb268c,31,0,31,0.00%,6.64,,,
0x8e5b414aa001211bb33a776748deaa5427007140,31,0,31,0.00%,6.64,,,
0xb58bb3b93d35a52432212141fb437394a6fc8414,31,0,31,0.00%,6.64,,,
0xffbaa0de31cd06c0031682e6e991b2515e71192e,31,0,31,0.00%,6.64,,,
0xb5803b1e18144c776d3f9cdba8d9ddafbd8eb1c2,31,0,31,0.00%,6.63,,,
0xbbacd7487b871cd34398197a544eafa16e2493cd,31,0,31,0.00%,6.62,,,
0xf731d8536eae6f4e0685808fada169e784c32162,31,0,31,0.00%,6.62,,,
0x44f3c3f8af92787dbda21473a976672a5e987c84,31,0,31,0.00%,6.62,,,
0xa16cb1ef7e1729b752770d1816c1b64537c1fd13,31,0,31,0.00%,6.60,,,
0x87fcc4fae5bd90f6b5339404a63bd4fef2e16d61,31,0,31,0.00%,6.60,,,
0xd1ba01af93f3ce2af0ba493d0606a80f2fca5257,31,0,31,0.00%,6.59,,,
0x0ad71aa8b01a77abc7a8f40cc323b592256c3664,30,0,30,0.00%,6.49,,,
0x993cce0bf8d39305e1be05a0be6b5a6a66821c5e,30,0,30,0.00%,6.42,,,
0x3e7707c4f370356559aed7706c4669701484117c,30,0,30,0.00%,6.36,,,
0xf396841a66682eb79423be5370bdd98f7ab1047a,29,0,29,0.00%,6.20,,,
0x70609793a89993c4a29f751914492c4b695ef352,29,0,29,0.00%,6.20,,,
0xa8bf07a38566598a9b954491d9bc1d2146e21335,29,0,29,0.00%,6.20,,,
0x2603116772fc3c032bea1cd618b276ba60c4fdba,29,0,29,0.00%,6.19,,,
0xe6a0919fa03dc4d5e6c08a54027127486ba20714,28,0,28,0.00%,6.12,,,
0xe8ec8f9a9dc738cb4ebed743f4b55a60bb39d7ca,28,0,28,0.00%,6.12,,,
0x461df5794b862fec705de9de9442620b9b84494e,28,0,28,0.00%,6.06,,,
0xe9044d60ceb9b5c5dcb7dd6afbeab3ad18f0bbee,28,0,28,0.00%,6.06,,,
0x0a897f1399a522744f7a265d986874d80ec4cf7e,28,0,28,0.00%,5.97,,,
0xe45b0c5d1c5f2673d5ca8ddbc5c5cc8a1830f101,28,0,28,0.00%,5.96,,,
0xdf051d025395caa4f4139fd6cc911d3babc300fb,28,0,28,0.00%,5.94,,,
0xd0c7a59e3ce5a289b553ebf7659f5c3316ecfbb9,27,0,27,0.00%,5.87,,,
0xdf99fd47cd8f879e315dc822dc8be5458bb9de31,27,0,27,0.00%,5.86,,,
0x6c0ebf0ec9b1ad06e5266e65703c424efdb8ab25,27,0,27,0.00%,5.79,,,
0xd76b6f503c04a1cb86a7d5b9d36928343e4e6e30,27,0,27,0.00%,5.75,,,
0xf0a546f51bbdb6de334974d242f848c5d1ce3e07,27,0,27,0.00%,5.74,,,
0x98f54cdfeb476c0e420167407aadb65b24d89b8c,27,0,27,0.00%,5.71,,,
0xeb0e6ecd0e78b0a84ecd9663a041f453c454a99d,26,0,26,0.00%,5.69,,,
0x2c90c56f1f3c55567589d26529067544e42ddb76,26,0,26,0.00%,5.69,,,
